author,date,push,title,url
xxxluke,10/20,1,[問卦] 所以禮金到底要包多少？,/bbs/Gossiping/M.1603185896.A.082.html
justin777,10/20,4,[新聞] 與AIT理事主席會面有說拒萊豬？ 侯友宜：,/bbs/Gossiping/M.1603185969.A.ACC.html
vava5566,10/20,5,Re: [新聞] 網美圈7成都在賣！10萬網紅橫綱凱咪揭報O,/bbs/Gossiping/M.1603186053.A.3E6.html
wade8204,10/20,1,[問卦] 急！請問肛交真的比較榮一得到ADSL嗎？,/bbs/Gossiping/M.1603186081.A.BFB.html
ww9310265,10/20,35,[協尋] 代PO尋人 宜蘭,/bbs/Gossiping/M.1603186088.A.BEB.html
XperiaArcS,10/20,17,[問卦] 有沒有公車上不戴口罩被司機罵的八卦,/bbs/Gossiping/M.1603186152.A.5F1.html
a126sam01,10/20,3,[新聞] 轟武肺害損失20兆美元 納瓦洛：總有一天,/bbs/Gossiping/M.1603186190.A.3B1.html
JAL96,10/20,X8,[新聞] 想回家過年！旅陸台人籲求兩岸啟動「旅遊,/bbs/Gossiping/M.1603186196.A.FF2.html
LionKing,10/20,爆,[新聞] 首相薪水太低不夠養兒育女? 英媒爆強生明,/bbs/Gossiping/M.1603184761.A.B36.html
eateat14,10/20,3,[問卦] 中國國內怎麼報導斐濟打人的八卦？,/bbs/Gossiping/M.1603184798.A.E9A.html
queenp,10/20,31,[問卦] 請問這個藍色香菇是啥？,/bbs/Gossiping/M.1603184929.A.02B.html
gcobc26409,10/20,26,[新聞] 台東某國中棒球隊爆性霸凌！學弟血淚手繪,/bbs/Gossiping/M.1603184985.A.044.html
sundaybaron,10/20,14,Re: [新聞] 婚禮包1200元拿不到喜餅？　新娘媽：一,/bbs/Gossiping/M.1603185093.A.762.html
gmooshan,10/20,2,Re: [新聞] 手機植木馬！民眾LINE私聊全曝光　《科技,/bbs/Gossiping/M.1603185107.A.5EE.html
lopopo001,10/20,1,Re: [新聞] 首相薪水太低不夠養兒育女? 英媒爆強生明,/bbs/Gossiping/M.1603185195.A.EDE.html
words2012,10/20,2,Re: [問卦] 我就問一句 廢物買不起房是正常的嗎？,/bbs/Gossiping/M.1603185239.A.8E6.html
Subscript9,10/20,45,[新聞] 北市信義路銀行男子提領40萬遭搶 歹徒搭,/bbs/Gossiping/M.1603185254.A.8A0.html
Westbrook,10/20,8,[新聞] 離岸風電國產化玩假的？ 傳沃旭砍單 中,/bbs/Gossiping/M.1603185270.A.1E1.html
IngGG,10/20,2,Re: [新聞] 婚禮包1200元拿不到喜餅？　新娘媽：一,/bbs/Gossiping/M.1603185282.A.7B8.html
xa9277178,10/20,8,Re: [問卦] 羽球的男女實力差距大嗎?,/bbs/Gossiping/M.1603185351.A.659.html
skyprayer,10/20,7,Re: [新聞] 北市信義路銀行男子提領40萬遭搶 歹徒搭,/bbs/Gossiping/M.1603185394.A.739.html
wolver,10/20,5,Re: [爆卦] 共匪在斐濟打人原因是因為偽國旗,/bbs/Gossiping/M.1603185399.A.D82.html
CharleneTsai,10/20,79,[新聞]退休金限本人領取！女子竟「推屍體進銀行,/bbs/Gossiping/M.1603185402.A.1FC.html
e741000,10/20,1,[問卦] 古亭破壞者和斷水流大師兄哪個強,/bbs/Gossiping/M.1603185522.A.912.html
cuteme5566,10/20,9,[問卦] 鋼板硬的車推薦,/bbs/Gossiping/M.1603185533.A.0DD.html
hoyumi,10/20,9,[問卦] 澎湖花枝丸跟台南虱目魚丸是否屌打新竹,/bbs/Gossiping/M.1603183648.A.39C.html
zxc2331189,10/20,12,[新聞] 軍情局退將涉洩密對岸　2退役上校疑任牽,/bbs/Gossiping/M.1603183649.A.EF1.html
asdf1256,10/20,73,[新聞] 興建宜蘭高鐵要花1764億元但效益高 蘇貞,/bbs/Gossiping/M.1603183665.A.89F.html
QmaxQ,10/20,28,[問卦] 國軍不考慮用Zinger皮卡嗎?,/bbs/Gossiping/M.1603183816.A.206.html
vikk33,10/20,15,[爆卦] 韓國外交官:人肉好吃，我想嘗試,/bbs/Gossiping/M.1603183839.A.645.html
zerger3546,10/20,1,[問卦] 請問這是隱藏版包裝的可口可樂嗎?,/bbs/Gossiping/M.1603183941.A.66F.html
LiarF7,10/20,爆,[爆卦] 共匪在斐濟打人原因是因為偽國旗,/bbs/Gossiping/M.1603183970.A.FE9.html
zithromax,10/20,26,[新聞]怕拜登加稅 美非裔說唱歌手50 Cent改投川,/bbs/Gossiping/M.1603184042.A.4C2.html
iPolo3,10/20,17,[問卦] 台灣有哪個歌手上得了The First Take?,/bbs/Gossiping/M.1603184120.A.C73.html
LeonardoChen,10/20,6,Re: [新聞] 婚禮包1200元拿不到喜餅？　新娘媽：一,/bbs/Gossiping/M.1603184122.A.D69.html
cutiehoneyzu,10/20,3,Re: [新聞] 中國「11、12月驚奇」將現?金融時報專欄:,/bbs/Gossiping/M.1603184402.A.6B6.html
kk30180,10/20,27,[新聞] 議員質詢稱「民眾交通違規市長該負責」侯,/bbs/Gossiping/M.1603184533.A.880.html
LaAc,10/20,7,Re: [新聞] 婚禮包1200元拿不到喜餅？　新娘媽：一,/bbs/Gossiping/M.1603184588.A.864.html
Silvemy,10/20,5,[新聞] 網美圈7成都在賣！10萬網紅橫綱凱咪揭報O,/bbs/Gossiping/M.1603184637.A.955.html
rochis,10/20,7,Re: [問卦] 丁小芹當年比蔡依林正 怎變這樣,/bbs/Gossiping/M.1603184671.A.51B.html
devidevi,10/20,2,Re: [新聞] 手機植木馬！民眾LINE私聊全曝光　《科技,/bbs/Gossiping/M.1603184684.A.F4F.html
ayamiki,10/20,4,[問卦] 結婚就是男要女傭女要錢還有其他原因嗎?,/bbs/Gossiping/M.1603184717.A.3E6.html
NewEG,10/20,46,[新聞] 2049年統一台灣！傳國安局鎖定中共滲透,/bbs/Gossiping/M.1603183038.A.7AB.html
kooyoo1144,10/20,14,Re: [新聞] 洋男友愛拍性愛片 台女分手後慘成全球知,/bbs/Gossiping/M.1603183072.A.41D.html
tsaotsaogh,10/20,8,[新聞] 牛排怎麼料理油煙最少？高手揭唯一解,/bbs/Gossiping/M.1603183120.A.BE7.html
wolver,10/20,2,Re: [新聞] 董至成簽字離婚「該拿的財產都拿了」跟,/bbs/Gossiping/M.1603183235.A.9A4.html
marsonele,10/20,14,[問卦] 台灣的代表性動物是什麼？,/bbs/Gossiping/M.1603183269.A.085.html
tachikoma,10/20,8,Re: [新聞] 婚禮包1200元拿不到喜餅？　新娘媽：一,/bbs/Gossiping/M.1603183348.A.384.html
Lailungsheng,10/20,3,Re: [問卦] 某論壇個工的真實性?,/bbs/Gossiping/M.1603183494.A.731.html
canon17,10/20,1,[問卦] 幾歲結婚最剛好,/bbs/Gossiping/M.1603183527.A.A06.html
stes123456,10/20,2,[問卦] 早餐吃到蟑螂怎麼辦啊,/bbs/Gossiping/M.1603183533.A.CBC.html
tw689,10/20,X5,[爆卦] 花敬群回應炒房：相信政府一定會拿出方法,/bbs/Gossiping/M.1603183551.A.D14.html
aure0914,10/20,21,[問卦] 願意讓別人拍性愛影片的女生在想什麼？,/bbs/Gossiping/M.1603183579.A.509.html
AIDM,10/20,5,[問卦] 川普把台灣納入美國一州 選舉人票 增31,/bbs/Gossiping/M.1603183580.A.436.html
e741000,10/20,9,[問卦] 為什麼冷戰的美國感覺比現在強,/bbs/Gossiping/M.1603183631.A.E91.html
zephyr105,10/20,2,[問卦] 一起面試的小妹妹484很好搭訕啊,/bbs/Gossiping/M.1603182496.A.2E9.html
hearmeroar,10/20,5,[問卦] 這一波年薪60萬接刀了 下一波誰接？,/bbs/Gossiping/M.1603182501.A.48A.html
hanson90244,10/20,49,[新聞] 西門町當街砍人！24歲男肚破腸流倒街頭　,/bbs/Gossiping/M.1603182502.A.EC6.html
andy3580,10/20,7,Re: [新聞] 中國「11、12月驚奇」將現?金融時報專欄:,/bbs/Gossiping/M.1603182503.A.980.html
ptt987654321,10/20,3,[問卦] 有遇過要別人包紅包，自己都不包給別人的,/bbs/Gossiping/M.1603182519.A.85C.html
harkk2001,10/20,4,[問卦] 某論壇個工的真實性?,/bbs/Gossiping/M.1603182539.A.F2C.html
tosay,10/20,6,[問卦] 這兩三年買安卓兩萬以上手機的還能用嗎,/bbs/Gossiping/M.1603182594.A.57D.html
patentstm,10/20,5,Re: [新聞] 獨／比小七多！全台房仲6933間創新高　專,/bbs/Gossiping/M.1603182675.A.5C0.html
sixpoint,10/20,3,[問卦] 現在有贏過西雅圖抹茶奶綠的飲料了嗎?,/bbs/Gossiping/M.1603182677.A.73B.html
KDSKY,10/20,3,Re: [新聞] 婚禮包1200元拿不到喜餅？　新娘媽：一,/bbs/Gossiping/M.1603182719.A.D8D.html
rainjuly,10/20,2,[問卦] 唯物主義的人如何面對情感,/bbs/Gossiping/M.1603182726.A.996.html
genheit,10/20,5,[問卦] 開戰機比較刺激還是開賽車？,/bbs/Gossiping/M.1603182729.A.9BD.html
Rossini,10/20,21,[新聞] 斥拜登醜聞「令人作嘔」 朱利安尼：後續還,/bbs/Gossiping/M.1603182763.A.1ED.html
smalltwo,10/20,16,Re: [新聞] 洋男友愛拍性愛片 台女分手後慘成全球知,/bbs/Gossiping/M.1603182787.A.77B.html
botnet,10/20,29,[問卦] 貢丸製程很難嗎？只有新竹會？,/bbs/Gossiping/M.1603182815.A.559.html
LSLLtu,10/20,52,[新聞] 北市信義路銀行男子提領40萬遭搶 歹徒搭,/bbs/Gossiping/M.1603182850.A.2B4.html
footart,10/20,4,[問卦] 女生要多愛你才會答應拍性愛影片,/bbs/Gossiping/M.1603183015.A.4D9.html
Kimaris,10/20,35,[新聞] 陸晶片產業「爛尾」頻傳　官方：造成重大,/bbs/Gossiping/M.1603183018.A.A20.html
Tencc,10/20,19,Re: [新聞] 婚禮包1200元拿不到喜餅？　新娘媽：一,/bbs/Gossiping/M.1603181552.A.776.html
end56,10/20,1,Re: [新聞] 洋男友愛拍性愛片 台女分手後慘成全球知,/bbs/Gossiping/M.1603181593.A.916.html
gerychen,10/20,爆,Re: [新聞] 洋男友愛拍性愛片 台女分手後慘成全球知,/bbs/Gossiping/M.1603181651.A.0DC.html
Oisiossos,10/20,25,[新聞] 印度傳考慮與台灣經貿談判　陸：印方應,/bbs/Gossiping/M.1603181780.A.581.html
sivhd,10/20,4,Re: [新聞] 婚禮包1200元拿不到喜餅？　新娘媽：一,/bbs/Gossiping/M.1603181840.A.F69.html
hearmeroar,10/20,4,[問卦] 往後50年看 目前房價是不是在超低價位!？,/bbs/Gossiping/M.1603181873.A.CC8.html
iamgaylan,10/20,12,Re: [新聞] 婚禮包1200元拿不到喜餅？　新娘媽：一,/bbs/Gossiping/M.1603181890.A.72E.html
upen,10/20,3,Re: [新聞] 中國「11、12月驚奇」將現?金融時報專欄:,/bbs/Gossiping/M.1603181893.A.77F.html
ffreakk,10/20,4,Re: [問卦] BLACKPINK是不是超越Twice了,/bbs/Gossiping/M.1603181909.A.8DD.html
zoeapezoo,10/20,83,[新聞] 董至成簽字離婚「該拿的財產都拿了」跟,/bbs/Gossiping/M.1603182104.A.B28.html
deann,10/20,3,Re: [新聞] 婚禮包1200元拿不到喜餅？　新娘媽：一,/bbs/Gossiping/M.1603182159.A.F51.html
ccyaztfe,10/20,1,[問卦] 要怎樣才能功成名就、衣錦還鄉？,/bbs/Gossiping/M.1603182209.A.A7C.html
joy830,10/20,2,Re: [新聞] 董至成簽字離婚「該拿的財產都拿了」跟,/bbs/Gossiping/M.1603182295.A.E89.html
aki1023,10/20,4,[問卦] 鮑魚那兩片又黑又厚又大片怎麼辦,/bbs/Gossiping/M.1603182325.A.A1A.html
lifuz,10/20,44,[新聞] 快訊／北市信義路銀行驚傳搶劫案！嫌搶40,/bbs/Gossiping/M.1603180873.A.9ED.html
A1right,10/20,1,Re: [新聞] 婚禮包1200元拿不到喜餅？　新娘媽：一,/bbs/Gossiping/M.1603180885.A.155.html
joug,10/20,54,[新聞] 獨／比小七多！全台房仲6933間創新高　專,/bbs/Gossiping/M.1603180913.A.60B.html
IJieun,10/20,1,[問卦] 上衣前面紮進去後面拉出來是何時開始流,/bbs/Gossiping/M.1603180935.A.6F9.html
nicetree,10/20,4,[新聞] 中國11月攻台？美專家曝：需百萬軍力、,/bbs/Gossiping/M.1603180960.A.CFF.html
neo19,10/20,9,[新聞] 印度愛滋男非禮韓少女被輕判 韓媒怒批：,/bbs/Gossiping/M.1603180970.A.51F.html
joy830,10/20,2,Re: [新聞] 韓國瑜發聲力挺中天！一番話竟讓「韓黑」,/bbs/Gossiping/M.1603180997.A.1BA.html
ohohohya,10/20,16,[新聞] 爆不完！拜登團隊再被指吸收推特 臉書至,/bbs/Gossiping/M.1603181019.A.173.html
e741000,10/20,1,Re: [問卦] 炸薯條這麼垃圾，是否立法未成年禁吃？,/bbs/Gossiping/M.1603181037.A.E04.html
ppt123,10/20,3,Re: [新聞] 中國撤告！ 斐濟承諾將派員協助我外館未,/bbs/Gossiping/M.1603181042.A.24A.html
powyo,10/20,8,[問卦] 為什麼台南肉燥飯這麼好吃,/bbs/Gossiping/M.1603181097.A.FE4.html
jack3254,10/20,2,[問卦] 有沒有面試遇到一群台女人資的八卦？,/bbs/Gossiping/M.1603181107.A.D8A.html
XXXXGAY,10/20,3,Re: [問卦] 4%仔10/26會上街挺中天嗎？,/bbs/Gossiping/M.1603181152.A.A8E.html
www90173,10/20,6,[問卦] 開局十連抽的遊戲最推哪款?,/bbs/Gossiping/M.1603181196.A.AEE.html
abasqoo,10/20,1,Re: [問卦] 是建商在急還是鄉民在急？,/bbs/Gossiping/M.1603181224.A.FD9.html
gay7788,10/20,3,[問卦] 痔瘡手術選哪種比較好？,/bbs/Gossiping/M.1603181238.A.2F5.html
wppw,10/20,19,[新聞] 爬電桿沒在怕 台電屏東區處施工班1/3是碩,/bbs/Gossiping/M.1603181283.A.C38.html
a15568,10/20,1,Re: [新聞] 洋男友愛拍性愛片 台女分手後慘成全球知,/bbs/Gossiping/M.1603181402.A.523.html
alohac,10/20,9,Re: [新聞] 婚禮包1200元拿不到喜餅？　新娘媽：一,/bbs/Gossiping/M.1603180151.A.481.html
jason0330,10/20,5,[問卦]慟！等等要開浪費時間的部門大會！,/bbs/Gossiping/M.1603180173.A.1DD.html
joy830,10/20,3,[問卦] 教召還可以吧,/bbs/Gossiping/M.1603180177.A.35C.html
Aloee,10/20,8,[問卦] 北一女會逼很緊嗎,/bbs/Gossiping/M.1603180204.A.F7A.html
sunyeah,10/20,1,Re: [新聞] 婚禮包1200元拿不到喜餅？　新娘媽：一,/bbs/Gossiping/M.1603180234.A.5AC.html
eddisontw,10/20,3,[新聞] 歐洲加強防疫封鎖 餐飲業者哀鴻遍野,/bbs/Gossiping/M.1603180291.A.E86.html
smallGGgirl,10/20,1,Re: [新聞] 婚禮包1200元拿不到喜餅？　新娘媽：一,/bbs/Gossiping/M.1603180303.A.560.html
ralfeistein,10/20,爆,[新聞] 台積電強到沒敵手？分析師警告遭「壓路機,/bbs/Gossiping/M.1603180315.A.C0C.html
oscarwu3041,10/20,6,[問卦] 阿米爾罕的代表作？,/bbs/Gossiping/M.1603180355.A.9B1.html
e741000,10/20,14,Re: [新聞] 中國「11、12月驚奇」將現?金融時報專欄:,/bbs/Gossiping/M.1603180423.A.8FF.html
CharleneTsai,10/20,9,Re: [新聞] 婚禮包1200元拿不到喜餅？　新娘媽：一,/bbs/Gossiping/M.1603180430.A.B92.html
jack880828,10/20,2,[問卦] 朋友車禍沒報警,/bbs/Gossiping/M.1603180500.A.F3A.html
butten986,10/20,5,Re: [新聞] 台灣反擊中國戰狼！外交部硬起來：已完成,/bbs/Gossiping/M.1603180536.A.354.html
KennethC,10/20,1,[問卦] 有沒有夜鷹計畫的八卦??,/bbs/Gossiping/M.1603180598.A.817.html
ptt987654321,10/20,4,Re: [新聞] 婚禮包1200元拿不到喜餅？　新娘媽：一,/bbs/Gossiping/M.1603180635.A.849.html
turbomons,10/20,21,[新聞] 藍營民調／逾六成反對瘦肉精美豬進口 僅,/bbs/Gossiping/M.1603180679.A.461.html
Jimmy030489,10/20,7,Re: [新聞] 洋男友愛拍性愛片 台女分手後慘成全,/bbs/Gossiping/M.1603180763.A.661.html
who5566,10/20,14,Re: [新聞] 婚禮包1200元拿不到喜餅？　新娘媽：一,/bbs/Gossiping/M.1603180794.A.0A9.html
algebraic,10/20,3,[問卦] 學長不想戴就想進來....,/bbs/Gossiping/M.1603179456.A.58F.html
s0930194,10/20,6,Re: [新聞] 台灣反擊中國戰狼！外交部硬起來：已完成,/bbs/Gossiping/M.1603179483.A.86D.html
opfish,10/20,1,[問卦] 香蕉盛產是颱風不來的錯 流感疫苗不夠是,/bbs/Gossiping/M.1603179495.A.6F6.html
kousyouon,10/20,2,Re: [新聞] 中國「11、12月驚奇」將現?金融時報專欄:,/bbs/Gossiping/M.1603179535.A.055.html
a14589761,10/20,4,[問卦] 大家工作待過最爽的缺是什麼？,/bbs/Gossiping/M.1603179549.A.B2F.html
Lyeuiechang,10/20,38,[新聞] 海瑞摃丸年銷600噸 全家摃丸專賣店年底展至千店,/bbs/Gossiping/M.1603179614.A.96E.html
joy830,10/20,1,Re: [新聞] 中國撤告！ 斐濟承諾將派員協助我外館未,/bbs/Gossiping/M.1603179641.A.873.html
madeinheaven,10/20,2,[新聞] SK海力士收購英特爾NAND業務 集邦：開啟,/bbs/Gossiping/M.1603179751.A.B99.html
leon131417,10/20,7,[問卦] 以前的老歌真的好色哦,/bbs/Gossiping/M.1603179761.A.CAC.html
xxxxxxyzf,10/20,3,[問卦] 摃丸是不是比貢丸高級,/bbs/Gossiping/M.1603179781.A.CDD.html
nikkicute,10/20,爆,[新聞] 婚禮包1200元拿不到喜餅？　新娘媽：一,/bbs/Gossiping/M.1603179822.A.441.html
cc02040326,10/20,6,[問卦] 台大鮮乳有蛇摸特別的嗎？,/bbs/Gossiping/M.1603180026.A.68F.html
NTULioner,10/20,2,[問卦] 健達繽紛樂可以連續吃幾支？,/bbs/Gossiping/M.1603180057.A.7EA.html
lkklee123,10/20,7,Re: [新聞] 台灣反擊中國戰狼！外交部硬起來：已完成,/bbs/Gossiping/M.1603178444.A.A66.html
weshiao,10/20,70,[新聞] 女士官營區搬走5箱飲料 因小失大判拘役,/bbs/Gossiping/M.1603178479.A.1C0.html
RRADA,10/20,X2,[新聞] 韓國瑜發聲力挺中天！一番話竟讓「韓黑」,/bbs/Gossiping/M.1603178634.A.307.html
CenaC,10/20,1,Re: [新聞] 稱中天「紅媒」太抬舉 李戡：對岸根本沒,/bbs/Gossiping/M.1603178640.A.FC3.html
yahooyamgoog,10/20,6,[問卦] 論麥當勞本體？,/bbs/Gossiping/M.1603178644.A.B8D.html
semih,10/20,11,[新聞] 南鐵東移案引徵收拆遷爭議 時力黨團將提,/bbs/Gossiping/M.1603178669.A.629.html
wahaha99,10/20,6,Re: [問卦] 為什麼 解放乳頭運動 會失敗?,/bbs/Gossiping/M.1603178738.A.F3C.html
shoga,10/20,27,[新聞] 北一女導入智慧點餐機 將再增個人化服務,/bbs/Gossiping/M.1603178769.A.B76.html
middleoutyou,10/20,22,[問卦] 獸醫的薪水真的這麼慘喔,/bbs/Gossiping/M.1603178794.A.E98.html
A816,10/20,2,[問卦] 這個判決怎麼說？,/bbs/Gossiping/M.1603178803.A.176.html
fatslave,10/20,5,Re: [問卦] 大家覺得鬼滅劇場版台灣票房能多少？,/bbs/Gossiping/M.1603178858.A.045.html
jorry111111,10/20,1,Re: [問卦] 中老年失業又沒房子怎麼辦???,/bbs/Gossiping/M.1603178901.A.D4F.html
mark751019,10/20,7,[問卦] 牙齒做牙釘好的和普通的會不會其實只差一點? ,/bbs/Gossiping/M.1603178924.A.9F7.html
togs,10/20,2,[問卦] 妹妹或姊姊黏人的youtuber,/bbs/Gossiping/M.1603178958.A.643.html
fhuocrkt,10/20,7,[問卦] 今天吃飯明天不用吃嗎該怎麼反駁,/bbs/Gossiping/M.1603178979.A.0AC.html
Triceratops,10/20,爆,[新聞] 中共成推手 印度考慮與台灣展開貿易談判,/bbs/Gossiping/M.1603178999.A.47E.html
bigtreelife,10/20,1,[問卦] 很喜歡講廢話的都是什麼人,/bbs/Gossiping/M.1603179080.A.EFA.html
dodomen,10/20,3,[問卦] 有沒有鄉民蒐集政黑蟑螂清冊的八卦？,/bbs/Gossiping/M.1603179255.A.1C6.html
Thozus,10/20,2,Re: [新聞]拜登電郵門逆轉川普選情？只有台灣在自嗨,/bbs/Gossiping/M.1603177939.A.292.html
vdml,10/20,2,[新聞] 石門水庫全灌溉用水全停 戰備水井將啟用,/bbs/Gossiping/M.1603178024.A.E72.html
thor,10/20,2,Re: [問卦] 你還在捐款給慈濟嗎?,/bbs/Gossiping/M.1603178026.A.9D5.html
seth5421,10/20,6,[問卦] 要怎麼讓阿嬤了解冷凍庫不是萬能,/bbs/Gossiping/M.1603178124.A.1C0.html
parkinque,10/20,1,Re: [新聞]拜登電郵門逆轉川普選情？只有台灣在自嗨,/bbs/Gossiping/M.1603178179.A.BB2.html
Qorqios,10/20,1,[問卦] 母獅是不是山羊？,/bbs/Gossiping/M.1603178188.A.E56.html
ifooleru,10/20,5,[問卦] 對岸長江流域淹水結束多久了？,/bbs/Gossiping/M.1603178200.A.F31.html
olctw,10/20,1,Re: [問卦] 爐渣的問題,/bbs/Gossiping/M.1603178208.A.55F.html
rioku,10/20,X1,[問卦] 學妹穿跟高跟鞋來上課欸！,/bbs/Gossiping/M.1603178248.A.D66.html
hebeshaman,10/20,17,[問卦] 有沒有三百萬全去買大樂透 還倒賠的八卦,/bbs/Gossiping/M.1603178251.A.45A.html
aznlouisazn,10/20,7,[問卦] 一句話證明你看過讓子彈飛！,/bbs/Gossiping/M.1603178402.A.161.html
fnm525,10/20,17,[問卦] 綜合維他命有必要吃嗎？,/bbs/Gossiping/M.1603178402.A.27C.html
vntlu,10/20,23,[新聞] 到底哪裡肉燥飯最好吃？ 高雄擬辦肉燥飯,/bbs/Gossiping/M.1603177256.A.D53.html
APUDOOR,10/20,3,Re: [問卦] 為何今年疫苗搶成這樣,/bbs/Gossiping/M.1603177257.A.38F.html
id520,10/20,35,[新聞] 9家人吃冷凍1年「酸湯子」集體中毒！唯一,/bbs/Gossiping/M.1603177267.A.DC5.html
epson5566,10/20,2,[問卦] 要怎麼阻止汐止持續下雨?????,/bbs/Gossiping/M.1603177296.A.80F.html
ezJapan,10/20,25,[新聞] 物流業悲歌！司機上工14小時+配送400包裹過勞死 血汗公司急,/bbs/Gossiping/M.1603177358.A.6FF.html
Annalma,10/20,8,[問卦] 聲音最助眠的youtuber是誰！,/bbs/Gossiping/M.1603177432.A.387.html
bamama56,10/20,99,[新聞] 洋男友愛拍性愛片 台女分手後慘成全球知,/bbs/Gossiping/M.1603177448.A.B76.html
chinaeatshit,10/20,56,[問卦] 三重的發展為什麼會落後給板橋,/bbs/Gossiping/M.1603177591.A.161.html
komuroboy,10/20,10,[新聞] 不吃萊豬就沒事？榮總醫爆「恐怖真相」打,/bbs/Gossiping/M.1603177714.A.2CA.html
ThomasBuBu,10/20,7,[新聞] 高中男狂吐血+解黑便3週 檢查全做找不到,/bbs/Gossiping/M.1603177783.A.A11.html
Tencc,10/20,1,[問卦] 龍筋是傳說的生物嗎?,/bbs/Gossiping/M.1603177799.A.DD0.html
chimeptt,10/20,爆,[新聞] 捷運站口脫外套為老先生止血 高中生哽咽,/bbs/Gossiping/M.1603176584.A.19B.html
doraBBO,10/20,1,Re: [問卦] 幫小孩買房的父母多嗎？,/bbs/Gossiping/M.1603176721.A.0D7.html
Lineage097,10/20,2,[問卦] 1000年內 支那會攻打台灣嗎,/bbs/Gossiping/M.1603176811.A.71F.html
FukubeSatosi,10/20,8,[新聞] 韓國17歲少年接種流感疫苗後死亡 死因未明,/bbs/Gossiping/M.1603176996.A.98E.html
Conan5566,10/20,7,[問卦] 如果派統神駐斐濟會怎樣？,/bbs/Gossiping/M.1603177071.A.8FF.html
nthulibrary,10/20,1,[問卦] 有沒有超人氣學園的八卦,/bbs/Gossiping/M.1603177117.A.EF9.html
PanaS0Nic,10/20,24,[問卦] 羽球的男女實力差距大嗎?,/bbs/Gossiping/M.1603177123.A.711.html
belucky,10/20,4,[問卦] 為何今年疫苗搶成這樣,/bbs/Gossiping/M.1603177126.A.6DC.html
sonjack,10/20,5,[問卦] 中老年失業又沒房子怎麼辦???,/bbs/Gossiping/M.1603177196.A.409.html
opie,10/20,X1,[新聞]拜登電郵門逆轉川普選情？只有台灣在自嗨,/bbs/Gossiping/M.1603177206.A.C25.html
headcase,10/20,1,[問卦] 小七店員把我電話背起來 在暗示什麼？,/bbs/Gossiping/M.1603176123.A.F87.html
SakuraYui,10/20,17,[新聞] 愛改車又沒錢 19歲男隨手拔走別人排氣管,/bbs/Gossiping/M.1603176124.A.04C.html
yankeehater,10/20,53,[新聞] 吳斯懷錯認斐濟為我國邦交國 臉書PO文搞,/bbs/Gossiping/M.1603176214.A.951.html
leo5916267,10/20,1,[問卦] 政府跟民眾談環保是不是很可笑,/bbs/Gossiping/M.1603176216.A.79A.html
ruokcnn,10/20,12,Re: [問卦] 台灣回教徒也很多啊，為什麼沒難民問,/bbs/Gossiping/M.1603176307.A.E75.html
ElizabethXIV,10/20,4,Re: [問卦] 為何五毛帳號越來越多啊？,/bbs/Gossiping/M.1603176325.A.B04.html
nemies,10/20,1,[問卦] 打德州的人的line,/bbs/Gossiping/M.1603176337.A.D49.html
eddisontw,10/20,6,[問卦] 為什麼流感沒辦法跟武漢肺炎一樣用隔離的,/bbs/Gossiping/M.1603176350.A.D5F.html
s820912gmail,10/20,14,[問卦] 幫小孩買房的父母多嗎？,/bbs/Gossiping/M.1603176360.A.F8C.html
st9760916,10/20,7,[問卦] 朋友選了人造奶油做麵包？,/bbs/Gossiping/M.1603176371.A.459.html
Bastille,10/20,1,[問卦] 林俊傑創作是不是不太行了的八卦??,/bbs/Gossiping/M.1603176388.A.EE2.html
devidevi,10/20,1,Re: [新聞] 稱中天「紅媒」太抬舉 李戡：對岸根本沒,/bbs/Gossiping/M.1603176406.A.998.html
KennethC,10/20,57,[新聞] 影／疫苗之亂燒不停 板橋里長帶球棒到疾,/bbs/Gossiping/M.1603176448.A.16C.html
magictiger,10/20,X2,[問卦] 幫女同事接個電話，現在鬧到要告我？,/bbs/Gossiping/M.1603175625.A.F01.html
curious82902,10/20,3,[問卦] 會在圖書館帶小孩的父母是什麼想法,/bbs/Gossiping/M.1603175680.A.705.html
MrFly,10/20,X1,[問卦] 女同事項鍊陷在乳溝裡.....,/bbs/Gossiping/M.1603175723.A.69A.html
HTC92,10/20,7,[問卦] 中國有什麼用語台灣人喜歡用?,/bbs/Gossiping/M.1603175767.A.9D3.html
sky9527,10/20,3,[問卦] 現在連口罩都能當裝飾品了嗎,/bbs/Gossiping/M.1603175800.A.1E8.html
geordie,10/20,6,[新聞]中國對台認知戰揭密 AIT：民主國家應認쌠,/bbs/Gossiping/M.1603175811.A.AB8.html
Kitakami,10/20,10,[新聞] 他擦槍走火子彈「射穿小弟弟」　泌尿科權,/bbs/Gossiping/M.1603175814.A.030.html
DuDu,10/20,4,[新聞] 南區老人之家被指「假承攬真派遣」 前署,/bbs/Gossiping/M.1603175821.A.B16.html
togs,10/20,3,Re: [新聞] 中國「11、12月驚奇」將現?金融時報專欄:,/bbs/Gossiping/M.1603175884.A.1DB.html
qwer1988,10/20,8,[問卦] 台南人的飲食消費其實蠻驚人是不是？,/bbs/Gossiping/M.1603175904.A.C68.html
hawaii987,10/20,1,Re: [問卦] 張家兄弟演 刻在你心底的名字 會更好嗎,/bbs/Gossiping/M.1603175907.A.A24.html
